# rascl_task1_format=2
# poses_sha256=33ae0f2c13fe99f6de43f9b82851c33899ce7b868fd31bacb30c249ffe689d90
# urdf_sha256=9ee9403a898d597691f8a780caeea9454e8ac2044fc6fc26227bed67d79798b4
# gripper_mode=simulation
# target_z_correction_m=0.0
# cube1_start_z_correction_m=0.0
# cube2_3_start_z_correction_m=0.0
# cube3_buffer_z_correction_m=0.0
# goal_z_correction_m=0.0
time,shoulder_joint,upperarm_joint,lowerarm_joint,end_effector_joint,gripper,segment
2.45,0.09184631677114098,0.04635997331247468,0.4387596400047321,0.0,0.0,pick_ready_to_above_cube3_start_open
2.5,0.09542375340063947,0.04816570567606937,0.45584943590378435,0.0,0.0,pick_ready_to_above_cube3_start_open
2.5500000000000003,0.09900119003013791,0.04997143803966404,0.4729392318028364,0.0,0.0,pick_ready_to_above_cube3_start_open
2.6,0.10257290466968756,0.051774282194883614,0.4900016931463145,0.0,0.0,pick_ready_to_above_cube3_start_open
2.6500000000000004,0.10613318907035976,0.05357135686921443,0.5070095510209618,0.0,0.0,pick_ready_to_above_cube3_start_open
2.7,0.10967636246526719,0.055359794661866246,0.5239356677981606,0.0,0.0,pick_ready_to_above_cube3_start_open
2.75,0.11319678531058379,0.05713674897963356,0.5407531027762487,0.0,0.0,pick_ready_to_above_cube3_start_open
2.8000000000000003,0.11668887302656566,0.05889940097275746,0.5574351778228398,0.0,0.0,pick_ready_to_above_cube3_start_open
2.85,0.12014710973857123,0.06064496647078703,0.5739555430171409,0.0,0.0,pick_ready_to_above_cube3_start_open
2.9000000000000004,0.12356606201808173,0.06237070291844101,0.5902882422922711,0.0,0.0,pick_ready_to_above_cube3_start_open
2.95,0.12694039262372214,0.06407391631146962,0.606407779077582,0.0,0.0,pick_ready_to_above_cube3_start_open
3.0,0.13026487424228095,0.06575196813251583,0.6222891819409742,0.0,0.0,pick_ready_to_above_cube3_start_open
3.0500000000000003,0.13353440322973148,0.06740228228697732,0.6379080702312183,0.0,0.0,pick_ready_to_above_cube3_start_open
3.1,0.13674401335225164,0.06902235203886788,0.653240719720272,0.0,0.0,pick_ready_to_above_cube3_start_open
3.1500000000000004,0.13988888952724488,0.07060974694667907,0.6682641282455993,0.0,0.0,pick_ready_to_above_cube3_start_open
3.2,0.14296438156436034,0.07216211979924186,0.6829560813524898,0.0,0.0,pick_ready_to_above_cube3_start_open
3.25,0.14596601790651378,0.07367721355158831,0.697295217936377,0.0,0.0,pick_ready_to_above_cube3_start_open
3.3000000000000003,0.14888951937090797,0.07515286826081319,0.7112610958851587,0.0,0.0,pick_ready_to_above_cube3_start_open
3.35,0.15173081289005233,0.07658702802193525,0.7248342577215109,0.0,0.0,pick_ready_to_above_cube3_start_open
3.4000000000000004,0.15448604525278467,0.07797774790375932,0.7379962962452121,0.0,0.0,pick_ready_to_above_cube3_start_open
3.45,0.15715159684529104,0.07932320088473774,0.7507299201754601,0.0,0.0,pick_ready_to_above_cube3_start_open
3.5,0.1597240953921263,0.08062168478883192,0.7630190197931901,0.0,0.0,pick_ready_to_above_cube3_start_open
3.5500000000000003,0.16220042969723475,0.0818716292213741,0.7748487325833947,0.0,0.0,pick_ready_to_above_cube3_start_open
3.6,0.16457776338496974,0.08307160250492848,0.7862055088774385,0.0,0.0,pick_ready_to_above_cube3_start_open
3.6500000000000004,0.16685354864111593,0.08422031861515372,0.797077177495385,0.0,0.0,pick_ready_to_above_cube3_start_open
3.7,0.16902553995390818,0.08531664411666381,0.8074530113883077,0.0,0.0,pick_ready_to_above_cube3_start_open
3.75,0.1710918078550528,0.08635960509889,0.8173237932806133,0.0,0.0,pick_ready_to_above_cube3_start_open
3.8000000000000003,0.17305075266074765,0.0873483941119423,0.8266818813123576,0.0,0.0,pick_ready_to_above_cube3_start_open
3.85,0.1749011182127031,0.08828237710247121,0.835521274681567,0.0,0.0,pick_ready_to_above_cube3_start_open
3.9000000000000004,0.17664200561916177,0.08916110034952913,0.8438376792865537,0.0,0.0,pick_ready_to_above_cube3_start_open
3.95,0.1782728869959209,0.08998429740043278,0.8516285733682432,0.0,0.0,pick_ready_to_above_cube3_start_open
4.0,0.17979361920734896,0.09075189600662291,0.8588932731524748,0.0,0.0,pick_ready_to_above_cube3_start_open
4.05,0.18120445760741072,0.09146402505952826,0.8656329984923422,0.0,0.0,pick_ready_to_above_cube3_start_open
4.1000000000000005,0.1825060697806851,0.0921210215264258,0.8718509385104997,0.0,0.0,pick_ready_to_above_cube3_start_open
4.15,0.18369954928338586,0.0927234373863025,0.8775523172414816,0.0,0.0,pick_ready_to_above_cube3_start_open
4.2,0.18478642938438286,0.09327204656571722,0.8827444592740252,0.0,0.0,pick_ready_to_above_cube3_start_open
4.25,0.18576869680622174,0.09376785187466209,0.8874368553933851,0.0,0.0,pick_ready_to_above_cube3_start_open
4.3,0.18664880546614485,0.0942120919424242,0.8916412282236545,0.0,0.0,pick_ready_to_above_cube3_start_open
4.3500000000000005,0.1874296902171117,0.09460624815344733,0.8953715978700839,0.0,0.0,pick_ready_to_above_cube3_start_open
4.4,0.18811478058881984,0.0949520515831936,0.8986443475614011,0.0,0.0,pick_ready_to_above_cube3_start_open
4.45,0.18870801452872482,0.09525148993400498,0.9014782892921281,0.0,0.0,pick_ready_to_above_cube3_start_open
4.5,0.1892138521430603,0.0955068144709646,0.9038947294648975,0.0,0.0,pick_ready_to_above_cube3_start_open
4.55,0.18963728943785896,0.09572054695775867,0.9059175345327738,0.0,0.0,pick_ready_to_above_cube3_start_open
4.6000000000000005,0.18998387205997314,0.0958954865925381,0.9075731966415725,0.0,0.0,pick_ready_to_above_cube3_start_open
4.65,0.19025970903809666,0.09603471694378088,0.9088908992721859,0.0,0.0,pick_ready_to_above_cube3_start_open
4.7,0.19047148652378282,0.09614161288615228,0.9099025828828884,0.0,0.0,pick_ready_to_above_cube3_start_open
4.75,0.19062648153246403,0.09621984753636621,0.9106430105516534,0.0,0.0,pick_ready_to_above_cube3_start_open
4.800000000000001,0.19073257568447916,0.09627339918905019,0.9111498336185027,0.0,0.0,pick_ready_to_above_cube3_start_open
4.8500000000000005,0.19079826894608387,0.09630655825260188,0.9114636573277782,0.0,0.0,pick_ready_to_above_cube3_start_open
4.9,0.19083269337047873,0.09632393418505457,0.9116281064704966,0.0,0.0,pick_ready_to_above_cube3_start_open
4.95,0.19084562683882816,0.09633046242993794,0.9116898910266608,0.0,0.0,pick_ready_to_above_cube3_start_open
5.0,0.19084750680127893,0.09633141135213874,0.9116988718075687,0.0,0.0,pick_ready_to_above_cube3_start_open
5.05,0.19084750680132556,0.0963450691546428,0.9116993081550007,0.0,0.0,descend_cube3_start_open
5.1,0.19084750680132512,0.09643792958142905,0.9117022731603628,0.0,0.0,descend_cube3_start_open
5.15,0.1908475068013229,0.09668178976175268,0.911710025131736,0.0,0.0,descend_cube3_start_open
5.2,0.1908475068013087,0.09714067281069916,0.9117244404229181,0.0,0.0,descend_cube3_start_open
5.25,0.1908475068013078,0.09787134234969752,0.9117465586244897,0.0,0.0,descend_cube3_start_open
5.3,0.1908475068012887,0.09892317819012808,0.91177739540122,0.0,0.0,descend_cube3_start_open
5.35,0.19084750680127938,0.10033909508230687,0.9118166871145599,0.0,0.0,descend_cube3_start_open
5.4,0.19084750680132556,0.10215580303267213,0.9118631845616463,0.0,0.0,descend_cube3_start_open
5.45,0.19084750680132556,0.10440350694114953,0.9119150139242507,0.0,0.0,descend_cube3_start_open
5.5,0.19084750680132556,0.10710707879804948,0.9119688704868576,0.0,0.0,descend_cube3_start_open
5.55,0.19084750680132556,0.11028585323123075,0.9120204029938765,0.0,0.0,descend_cube3_start_open
5.6,0.19084750680132556,0.11395399638601544,0.9120641276209662,0.0,0.0,descend_cube3_start_open
5.65,0.19084750680132556,0.11812074286909047,0.9120934741652018,0.0,0.0,descend_cube3_start_open
5.7,0.19084750680132556,0.12279060934294339,0.9121008723766924,0.0,0.0,descend_cube3_start_open
5.75,0.19084750680132556,0.12796358731465363,0.9120778763822202,0.0,0.0,descend_cube3_start_open
5.8,0.190847506801326,0.13363531864436418,0.9120153239399835,0.0,0.0,descend_cube3_start_open
5.85,0.190847506801326,0.13979725807105536,0.9119035262543012,0.0,0.0,descend_cube3_start_open
5.9,0.19084750680132645,0.14643682759860743,0.9117324832580991,0.0,0.0,descend_cube3_start_open
5.95,0.1908475068013269,0.1535375678931703,0.911492118629333,0.0,0.0,descend_cube3_start_open
6.0,0.19084750680132734,0.1610792919106281,0.9111725283374739,0.0,0.0,descend_cube3_start_open
6.05,0.19084750680132778,0.16903824580616922,0.9107642362121178,0.0,0.0,descend_cube3_start_open
6.1,0.19084750680132867,0.17738728179091812,0.910258449883016,0.0,0.0,descend_cube3_start_open
6.15,0.19084750680132956,0.18609604701664306,0.9096473104553677,0.0,0.0,descend_cube3_start_open
6.2,0.19084750680133045,0.19513119182020855,0.9089241294516412,0.0,0.0,descend_cube3_start_open
6.25,0.19084750680133133,0.2044565997840273,0.908083606865679,0.0,0.0,descend_cube3_start_open
6.3,0.19084750680133178,0.21403364111214218,0.9071220246285856,0.0,0.0,descend_cube3_start_open
6.35,0.19084750680133267,0.22382144983278573,0.9060374103682198,0.0,0.0,descend_cube3_start_open
6.4,0.1908475068013331,0.23377722436720072,0.9048296670409774,0.0,0.0,descend_cube3_start_open
6.45,0.19084750680133356,0.24385655009957707,0.903500664808881,0.0,0.0,descend_cube3_start_open
6.5,0.190847506801334,0.2540137417877033,0.9020542924063157,0.0,0.0,descend_cube3_start_open
6.55,0.190847506801334,0.26420220300456876,0.9004964661661843,0.0,0.0,descend_cube3_start_open
6.6,0.190847506801334,0.2743747993240011,0.8988350958304832,0.0,0.0,descend_cube3_start_open
6.65,0.19084750680133356,0.2844842416737827,0.8970800072299454,0.0,0.0,descend_cube3_start_open
6.7,0.1908475068013331,0.2944834761806039,0.895242822857222,0.0,0.0,descend_cube3_start_open
6.75,0.19084750680133222,0.30432607691447755,0.8933368022551189,0.0,0.0,descend_cube3_start_open
6.8,0.19084750680133178,0.31396663818688575,0.891376644975594,0.0,0.0,descend_cube3_start_open
6.85,0.1908475068013309,0.3233611634397917,0.8893782596198472,0.0,0.0,descend_cube3_start_open
6.9,0.19084750680133,0.3324674482484449,0.8873585031319093,0.0,0.0,descend_cube3_start_open
6.95,0.19084750680132956,0.341245455513278,0.8853348950785911,0.0,0.0,descend_cube3_start_open
7.0,0.19084750680132867,0.3496576814982859,0.8833253121018529,0.0,0.0,descend_cube3_start_open
7.050000000000001,0.19084750680132778,0.35766951195033103,0.8813476680729284,0.0,0.0,descend_cube3_start_open
7.1,0.19084750680132734,0.3652495680752552,0.8794195857103331,0.0,0.0,descend_cube3_start_open
7.15,0.1908475068013269,0.37237004262734397,0.8775580655467765,0.0,0.0,descend_cube3_start_open
7.2,0.19084750680132645,0.3790070267700769,0.875779158143752,0.0,0.0,descend_cube3_start_open
7.25,0.190847506801326,0.38514082867618216,0.874097645357244,0.0,0.0,descend_cube3_start_open
7.300000000000001,0.190847506801326,0.3907562850484547,0.872526736252059,0.0,0.0,descend_cube3_start_open
7.35,0.19084750680132556,0.39584306685996085,0.8710777829420389,0.0,0.0,descend_cube3_start_open
7.4,0.19084750680132556,0.40039598063883064,0.8697600211925396,0.0,0.0,descend_cube3_start_open
7.45,0.19084750680132556,0.40441526656858695,0.8685803400508512,0.0,0.0,descend_cube3_start_open
7.5,0.19084750680132556,0.40790689455325646,0.8675430840575462,0.0,0.0,descend_cube3_start_open
7.550000000000001,0.19084750680132556,0.4108828592234648,0.8666498907219973,0.0,0.0,descend_cube3_start_open
7.6,0.19084750680132556,0.4133614746538079,0.8658995649009009,0.0,0.0,descend_cube3_start_open
7.65,0.19084750678889728,0.415367494840194,0.8652881034726407,0.0,0.0,descend_cube3_start_open
7.7,0.19084750679316675,0.4169332079395085,0.8648081261054461,0.0,0.0,descend_cube3_start_open
7.75,0.19084750679643037,0.41809733060330245,0.8644497646124591,0.0,0.0,descend_cube3_start_open
7.800000000000001,0.1908475067987374,0.4189064358116248,0.8641999409037977,0.0,0.0,descend_cube3_start_open
7.85,0.19084750680130336,0.41941488199680155,0.8640427573724212,0.0,0.0,descend_cube3_start_open
7.9,0.190847506801322,0.41968514707020166,0.8639589554677052,0.0,0.0,descend_cube3_start_open
7.95,0.19084750680132512,0.41978807076066094,0.86392702733386,0.0,0.0,descend_cube3_start_open
8.0,0.19084748755392944,0.41980303725860324,0.8639224337069233,0.0,0.0,descend_cube3_start_open
8.05,0.19084748755392944,0.41980303725860324,0.8639224337069233,-2.37741512345679e-06,1.0,close_cube3_start
8.1,0.19084748755392944,0.41980303725860324,0.8639224337069233,-1.8780987654320988e-05,1.0,close_cube3_start
8.15,0.19084748755392944,0.41980303725860324,0.8639224337069233,-6.258687500000004e-05,1.0,close_cube3_start
8.2,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.00014647308641975307,1.0,close_cube3_start
8.25,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0002824315200617283,1.0,close_cube3_start
8.3,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0004817800000000003,1.0,close_cube3_start
8.35,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0007551743132716052,1.0,close_cube3_start
8.4,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0011126202469135802,1.0,close_cube3_start
8.45,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0015634856249999998,1.0,close_cube3_start
8.5,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.002116512345679012,1.0,close_cube3_start
8.55,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.002779828418209877,1.0,close_cube3_start
8.6,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.003560960000000002,1.0,close_cube3_start
8.65,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.004466843433641975,1.0,close_cube3_start
8.7,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.005503837283950619,1.0,close_cube3_start
8.75,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.006677734375,1.0,close_cube3_start
8.8,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.007993773827160494,1.0,close_cube3_start
8.85,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.009456653094135807,1.0,close_cube3_start
8.9,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.01107054,1.0,close_cube3_start
8.95,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.01283908477623457,1.0,close_cube3_start
9.0,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.014765432098765428,1.0,close_cube3_start
9.05,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.016852233125,1.0,close_cube3_start
9.1,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0191016575308642,1.0,close_cube3_start
9.15,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.021515405547839508,1.0,close_cube3_start
9.2,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.024094720000000017,1.0,close_cube3_start
9.25,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.026840398341049385,1.0,close_cube3_start
9.3,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.029752804691358027,1.0,close_cube3_start
9.35,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.032831881875,1.0,close_cube3_start
9.4,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.036077163456790136,1.0,close_cube3_start
9.45,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.039487785779320994,1.0,close_cube3_start
9.5,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.0430625,1.0,close_cube3_start
9.55,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.04679968412808644,1.0,close_cube3_start
9.6,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.05069735506172839,1.0,close_cube3_start
9.65,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.054753180625,1.0,close_cube3_start
9.7,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.05896449160493831,1.0,close_cube3_start
9.75,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.06332829378858025,1.0,close_cube3_start
9.8,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.06784128,1.0,close_cube3_start
9.85,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.07249984213734566,1.0,close_cube3_start
9.9,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.07730008320987657,1.0,close_cube3_start
9.95,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.08223782937499997,1.0,close_cube3_start
10.0,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.08730864197530863,1.0,close_cube3_start
10.05,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.09250782957561733,1.0,close_cube3_start
10.1,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.09783046000000001,1.0,close_cube3_start
10.15,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.10327137236882716,1.0,close_cube3_start
10.2,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.10882518913580248,1.0,close_cube3_start
10.25,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.114486328125,1.0,close_cube3_start
10.3,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.12024901456790123,1.0,close_cube3_start
10.35,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.12610729314043212,1.0,close_cube3_start
10.4,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.1320550400000001,1.0,close_cube3_start
10.45,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.13808597482253088,1.0,close_cube3_start
10.5,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.14419367283950615,1.0,close_cube3_start
10.55,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.150371576875,1.0,close_cube3_start
10.6,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.15661300938271602,1.0,close_cube3_start
10.65,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.16291118448302472,1.0,close_cube3_start
10.7,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.16925922000000007,1.0,close_cube3_start
10.75,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.17565014949845678,1.0,close_cube3_start
10.8,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.18207693432098768,1.0,close_cube3_start
10.85,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.18853247562499997,1.0,close_cube3_start
10.9,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.1950096264197531,1.0,close_cube3_start
10.95,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.2015012036033951,1.0,close_cube3_start
11.0,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.208,1.0,close_cube3_start
11.05,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.21449879639660502,1.0,close_cube3_start
11.1,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.220990373580247,1.0,close_cube3_start
11.15,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.227467524375,1.0,close_cube3_start
11.2,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.2339230656790124,1.0,close_cube3_start
11.25,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.2403498505015432,1.0,close_cube3_start
11.3,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.2467407799999999,1.0,close_cube3_start
11.35,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.25308881551697526,1.0,close_cube3_start
11.4,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.25938699061728415,1.0,close_cube3_start
11.45,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.26562842312500007,1.0,close_cube3_start
11.5,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.27180632716049385,1.0,close_cube3_start
11.55,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.27791402517746905,1.0,close_cube3_start
11.6,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.28394496,1.0,close_cube3_start
11.65,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.28989270685956786,1.0,close_cube3_start
11.7,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.29575098543209866,1.0,close_cube3_start
11.75,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.301513671875,1.0,close_cube3_start
11.8,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.3071748108641976,1.0,close_cube3_start
11.85,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.31272862763117293,1.0,close_cube3_start
11.9,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.3181695399999997,1.0,close_cube3_start
11.95,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.32349217042438255,1.0,close_cube3_start
12.0,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.3286913580246914,1.0,close_cube3_start
12.05,0.19084748755392944,0.41980303725860324,0.8639224337069233,-0.3337621706249998,1.0,close_cube3_start
